id,product_id,buyer_id,seller_id,order_status,total_price,delivery_method,meetup_location_id,meetup_time_slot,shipping_address_id,shipping_provider,tracking_number,create_time
103725,4274,368,146,PENDING_PAYMENT,100.0,EXPRESS,,,748,SF,,2026-08-10 13:41:42
103726,1475,274,779,PENDING_PAYMENT,30.0,MEETUP,12,12:00-13:00,,,,2026-08-13 09:13:42
103727,338,86,75,PENDING_PAYMENT,80.0,EXPRESS,,,181,SF,,2026-08-06 21:12:42
103728,3786,105,241,PENDING_PAYMENT,150.0,MEETUP,21,19:00-20:00,,,,2026-08-12 16:47:42
103729,2630,760,912,PENDING_PAYMENT,20.0,EXPRESS,,,1521,SF,,2026-08-07 23:56:42
103730,2798,19,426,PENDING_PAYMENT,1.0,MEETUP,22,19:00-20:00,,,,2026-08-12 01:25:42
103731,3879,207,595,PENDING_PAYMENT,30.0,EXPRESS,,,433,SF,,2026-08-11 15:27:42
103732,4712,214,567,PENDING_PAYMENT,150.0,EXPRESS,,,449,SF,,2026-08-11 14:12:42
103733,3769,836,875,PENDING_PAYMENT,60.0,EXPRESS,,,1661,SF,,2026-08-16 10:07:42
103734,3111,337,477,PENDING_PAYMENT,25.0,EXPRESS,,,690,SF,,2026-08-09 11:00:42
103735,3614,973,242,PENDING_PAYMENT,20.0,EXPRESS,,,1949,SF,,2026-08-15 07:04:42
103736,3716,780,872,PENDING_PAYMENT,3.0,EXPRESS,,,1555,SF,,2026-08-06 21:41:42
103737,18,401,655,PENDING_PAYMENT,80.0,MEETUP,27,12:00-13:00,,,,2026-08-07 13:54:42
103738,4893,898,189,PENDING_PAYMENT,30.0,MEETUP,17,17:00-18:00,,,,2026-08-07 05:42:42
103739,3068,321,896,PENDING_PAYMENT,5.0,MEETUP,6,18:00-19:00,,,,2026-08-08 02:57:42
103740,4488,930,143,PENDING_PAYMENT,20.0,EXPRESS,,,1860,SF,,2026-08-14 14:51:42
103741,1153,911,52,PENDING_PAYMENT,120.0,EXPRESS,,,1816,SF,,2026-08-10 09:49:42
103742,3478,792,609,PENDING_PAYMENT,2.0,MEETUP,22,19:00-20:00,,,,2026-08-09 23:14:42
103743,2194,347,513,PENDING_PAYMENT,8.0,EXPRESS,,,706,SF,,2026-08-16 03:38:42
103744,728,221,949,PENDING_PAYMENT,60.0,MEETUP,23,18:00-19:00,,,,2026-08-11 10:11:42
103745,1062,150,371,PENDING_PAYMENT,12.0,EXPRESS,,,311,SF,,2026-08-12 19:39:42
103746,3966,411,219,PENDING_PAYMENT,150.0,MEETUP,19,19:00-20:00,,,,2026-08-15 15:58:42
103747,3606,123,931,PENDING_PAYMENT,100.0,MEETUP,20,19:00-20:00,,,,2026-08-16 01:43:42
103748,4238,606,463,PENDING_PAYMENT,15.0,MEETUP,3,19:00-20:00,,,,2026-08-09 19:46:42
103749,1060,733,721,PENDING_PAYMENT,8.0,EXPRESS,,,1454,SF,,2026-08-10 07:30:42
103750,3890,203,629,PENDING_PAYMENT,5.0,EXPRESS,,,427,SF,,2026-08-16 08:28:42
103751,545,9,176,PENDING_PAYMENT,5.0,EXPRESS,,,22,SF,,2026-08-15 04:12:42
103752,2703,429,167,PENDING_PAYMENT,5.0,MEETUP,14,17:00-18:00,,,,2026-08-13 11:06:42
103753,4577,225,510,PENDING_PAYMENT,60.0,MEETUP,3,17:00-18:00,,,,2026-08-12 05:09:42
103754,3959,385,650,PENDING_PAYMENT,200.0,EXPRESS,,,778,SF,,2026-08-13 04:19:42
103755,4402,567,1,PENDING_PAYMENT,25.0,MEETUP,26,12:00-13:00,,,,2026-08-08 09:10:42
103756,1718,526,860,PENDING_PAYMENT,80.0,EXPRESS,,,1071,SF,,2026-08-15 07:11:42
103757,4989,387,240,PENDING_PAYMENT,80.0,MEETUP,7,17:00-18:00,,,,2026-08-13 21:51:42
103758,1381,292,491,PENDING_PAYMENT,50.0,EXPRESS,,,613,SF,,2026-08-12 21:45:42
103759,4780,582,358,PENDING_PAYMENT,3.0,MEETUP,7,17:00-18:00,,,,2026-08-11 12:29:42
103760,884,320,481,PENDING_PAYMENT,120.0,EXPRESS,,,657,SF,,2026-08-07 21:55:42
103761,2821,73,710,PENDING_PAYMENT,10.0,EXPRESS,,,155,SF,,2026-08-07 08:06:42
103762,1489,460,245,PENDING_PAYMENT,10.0,EXPRESS,,,939,SF,,2026-08-13 09:52:42
103763,2357,875,162,PENDING_PAYMENT,50.0,EXPRESS,,,1739,SF,,2026-08-11 17:37:42
103764,3559,845,216,PENDING_PAYMENT,1.0,MEETUP,17,17:00-18:00,,,,2026-08-08 13:41:42
103765,1381,423,491,PENDING_PAYMENT,50.0,EXPRESS,,,866,SF,,2026-08-16 01:31:42
103766,3208,207,942,PENDING_PAYMENT,60.0,MEETUP,12,17:00-18:00,,,,2026-08-09 15:03:42
103767,3634,453,822,PENDING_PAYMENT,120.0,EXPRESS,,,922,SF,,2026-08-12 05:31:42
103768,1384,829,602,PENDING_PAYMENT,80.0,MEETUP,29,17:00-18:00,,,,2026-08-11 05:11:42
103769,3107,64,954,PENDING_PAYMENT,1.0,EXPRESS,,,136,SF,,2026-08-09 23:24:42
103770,4455,596,302,PENDING_PAYMENT,30.0,EXPRESS,,,1190,SF,,2026-08-16 17:39:42
103771,3899,638,743,PENDING_PAYMENT,3.0,EXPRESS,,,1267,SF,,2026-08-10 14:32:42
103772,3676,541,275,PENDING_PAYMENT,8.0,EXPRESS,,,1094,SF,,2026-08-14 22:31:42
103773,4557,150,591,PENDING_PAYMENT,12.0,EXPRESS,,,312,SF,,2026-08-06 21:08:42
103774,4568,815,806,PENDING_PAYMENT,2.0,MEETUP,19,17:00-18:00,,,,2026-08-08 16:55:42
103775,4147,461,950,PENDING_PAYMENT,5.0,MEETUP,16,19:00-20:00,,,,2026-08-08 13:59:42
103776,948,986,651,PENDING_PAYMENT,60.0,EXPRESS,,,1971,SF,,2026-08-11 02:20:42
103777,3102,564,584,PENDING_PAYMENT,3.0,MEETUP,6,17:00-18:00,,,,2026-08-10 11:38:42
103778,3876,894,531,PENDING_PAYMENT,150.0,MEETUP,30,18:00-19:00,,,,2026-08-14 19:50:42
103779,1916,405,317,PENDING_PAYMENT,1.0,MEETUP,3,19:00-20:00,,,,2026-08-09 05:44:42
103780,3176,6,525,PENDING_PAYMENT,2.0,MEETUP,30,17:00-18:00,,,,2026-08-11 03:04:42
103781,4595,283,951,PENDING_PAYMENT,120.0,MEETUP,25,19:00-20:00,,,,2026-08-15 19:00:42
103782,4413,494,978,PENDING_PAYMENT,8.0,MEETUP,3,18:00-19:00,,,,2026-08-11 18:00:42
103783,3355,889,870,PENDING_PAYMENT,12.0,EXPRESS,,,1769,SF,,2026-08-16 09:30:42
103784,4632,327,802,PENDING_PAYMENT,120.0,EXPRESS,,,671,SF,,2026-08-11 07:57:42
103785,1468,389,542,PENDING_PAYMENT,20.0,EXPRESS,,,786,SF,,2026-08-10 10:11:42
103786,559,336,714,PENDING_PAYMENT,12.0,EXPRESS,,,689,SF,,2026-08-15 23:16:42
103787,572,633,604,PENDING_PAYMENT,10.0,MEETUP,27,19:00-20:00,,,,2026-08-07 01:07:42
103788,2290,356,446,PENDING_PAYMENT,1.0,MEETUP,15,18:00-19:00,,,,2026-08-13 02:20:42
103789,624,776,14,PENDING_PAYMENT,25.0,MEETUP,9,12:00-13:00,,,,2026-08-16 00:34:42
103790,3273,800,237,PENDING_PAYMENT,150.0,MEETUP,22,18:00-19:00,,,,2026-08-11 20:34:42
103791,1817,154,577,PENDING_PAYMENT,8.0,MEETUP,26,12:00-13:00,,,,2026-08-08 21:22:42
103792,2120,872,741,PENDING_PAYMENT,3.0,MEETUP,11,12:00-13:00,,,,2026-08-10 05:00:42
103793,776,773,649,PENDING_PAYMENT,20.0,EXPRESS,,,1542,SF,,2026-08-07 04:58:42
103794,1540,969,320,PENDING_PAYMENT,12.0,MEETUP,22,17:00-18:00,,,,2026-08-09 19:38:42
103795,1645,712,353,PENDING_PAYMENT,15.0,EXPRESS,,,1416,SF,,2026-08-14 22:17:42
103796,4035,389,373,PENDING_PAYMENT,60.0,EXPRESS,,,785,SF,,2026-08-12 22:56:42
103797,1889,150,229,PENDING_PAYMENT,200.0,EXPRESS,,,312,SF,,2026-08-14 04:11:42
103798,3066,804,62,PENDING_PAYMENT,30.0,MEETUP,10,17:00-18:00,,,,2026-08-15 10:34:42
103799,2350,451,705,PENDING_PAYMENT,100.0,MEETUP,14,19:00-20:00,,,,2026-08-11 07:46:42
103800,322,551,589,PENDING_PAYMENT,200.0,EXPRESS,,,1111,SF,,2026-08-16 04:31:42
103801,3552,589,866,PENDING_PAYMENT,60.0,EXPRESS,,,1176,SF,,2026-08-15 04:54:42
103802,94,687,147,PENDING_PAYMENT,100.0,MEETUP,4,18:00-19:00,,,,2026-08-08 20:06:42
103803,2832,462,319,PENDING_PAYMENT,2.0,EXPRESS,,,942,SF,,2026-08-15 02:00:42
103804,197,542,598,PENDING_PAYMENT,15.0,MEETUP,27,19:00-20:00,,,,2026-08-13 06:53:42
103805,1403,7,338,PENDING_PAYMENT,200.0,EXPRESS,,,17,SF,,2026-08-08 05:20:42
103806,3508,52,55,PENDING_PAYMENT,150.0,EXPRESS,,,113,SF,,2026-08-15 19:06:42
103807,4932,682,4,PENDING_PAYMENT,150.0,EXPRESS,,,1361,SF,,2026-08-09 17:28:42
103808,957,922,159,PENDING_PAYMENT,150.0,EXPRESS,,,1839,SF,,2026-08-10 02:23:42
103809,3426,180,316,PENDING_PAYMENT,15.0,MEETUP,10,17:00-18:00,,,,2026-08-09 02:23:42
103810,739,819,433,PENDING_PAYMENT,25.0,EXPRESS,,,1628,SF,,2026-08-12 16:54:42
103811,4415,712,550,PENDING_PAYMENT,8.0,MEETUP,13,18:00-19:00,,,,2026-08-13 19:32:42
103812,3652,368,920,PENDING_PAYMENT,15.0,EXPRESS,,,748,SF,,2026-08-09 01:12:42
103813,1399,204,726,PENDING_PAYMENT,200.0,EXPRESS,,,429,SF,,2026-08-07 21:52:42
103814,2099,544,710,PENDING_PAYMENT,30.0,EXPRESS,,,1098,SF,,2026-08-12 18:35:42
103815,3733,69,74,PENDING_PAYMENT,100.0,EXPRESS,,,146,SF,,2026-08-09 08:09:42
103816,1672,875,57,PENDING_PAYMENT,80.0,EXPRESS,,,1739,SF,,2026-08-13 09:43:42
103817,521,378,844,PENDING_PAYMENT,30.0,MEETUP,1,17:00-18:00,,,,2026-08-11 02:52:42
103818,1078,995,907,PENDING_PAYMENT,25.0,MEETUP,11,12:00-13:00,,,,2026-08-09 19:00:42
103819,1375,548,131,PENDING_PAYMENT,80.0,MEETUP,28,19:00-20:00,,,,2026-08-08 19:14:42
103820,1524,760,469,PENDING_PAYMENT,1.0,EXPRESS,,,1523,SF,,2026-08-10 06:06:42
103821,2256,73,400,PENDING_PAYMENT,25.0,MEETUP,27,12:00-13:00,,,,2026-08-15 14:23:42
103822,1911,725,464,PENDING_PAYMENT,25.0,EXPRESS,,,1443,SF,,2026-08-07 13:52:42
103823,3986,644,847,PENDING_PAYMENT,2.0,MEETUP,28,12:00-13:00,,,,2026-08-16 02:42:42
103824,3974,876,268,PENDING_PAYMENT,1.0,MEETUP,24,12:00-13:00,,,,2026-08-11 12:24:42
103825,4042,639,339,PENDING_PAYMENT,1.0,EXPRESS,,,1269,SF,,2026-08-07 06:33:42
103826,1249,553,708,PENDING_PAYMENT,80.0,EXPRESS,,,1115,SF,,2026-08-11 08:57:42
103827,500,392,992,PENDING_PAYMENT,100.0,EXPRESS,,,794,SF,,2026-08-07 02:59:42
103828,3837,447,168,PENDING_PAYMENT,120.0,EXPRESS,,,911,SF,,2026-08-07 17:42:42
103829,1209,745,777,PENDING_PAYMENT,60.0,MEETUP,30,18:00-19:00,,,,2026-08-08 15:18:42
103830,2663,893,874,PENDING_PAYMENT,20.0,MEETUP,1,12:00-13:00,,,,2026-08-15 07:11:42
103831,4659,751,631,PENDING_PAYMENT,60.0,EXPRESS,,,1498,SF,,2026-08-11 10:50:42
103832,4807,519,902,PENDING_PAYMENT,60.0,MEETUP,6,12:00-13:00,,,,2026-08-07 00:57:42
103833,4730,610,319,PENDING_PAYMENT,60.0,MEETUP,14,18:00-19:00,,,,2026-08-07 08:35:42
103834,1379,240,309,PENDING_PAYMENT,12.0,EXPRESS,,,499,SF,,2026-08-14 05:10:42
103835,2126,971,230,PENDING_PAYMENT,150.0,MEETUP,15,19:00-20:00,,,,2026-08-15 08:26:42
103836,4388,603,516,PENDING_PAYMENT,12.0,MEETUP,16,12:00-13:00,,,,2026-08-13 02:25:42
103837,1150,891,443,PENDING_PAYMENT,50.0,EXPRESS,,,1773,SF,,2026-08-15 04:23:42
103838,4263,953,860,PENDING_PAYMENT,120.0,MEETUP,20,17:00-18:00,,,,2026-08-15 10:36:42
103839,4584,949,919,PENDING_PAYMENT,50.0,EXPRESS,,,1900,SF,,2026-08-09 06:17:42
103840,1965,865,61,PENDING_PAYMENT,10.0,MEETUP,11,19:00-20:00,,,,2026-08-14 06:52:42
103841,2319,918,986,PENDING_PAYMENT,200.0,EXPRESS,,,1834,SF,,2026-08-15 23:47:42
103842,2881,691,199,PENDING_PAYMENT,60.0,MEETUP,25,17:00-18:00,,,,2026-08-08 17:41:42
103843,4797,760,787,PENDING_PAYMENT,50.0,MEETUP,19,12:00-13:00,,,,2026-08-14 08:14:42
103844,1927,939,493,PENDING_PAYMENT,8.0,EXPRESS,,,1878,SF,,2026-08-13 08:56:42
103845,4530,840,292,PENDING_PAYMENT,8.0,EXPRESS,,,1669,SF,,2026-08-15 14:39:42
103846,2473,596,22,PENDING_PAYMENT,25.0,EXPRESS,,,1190,SF,,2026-08-08 03:15:42
103847,1447,444,868,PENDING_PAYMENT,30.0,EXPRESS,,,904,SF,,2026-08-11 07:03:42
103848,118,969,475,PENDING_PAYMENT,15.0,EXPRESS,,,1941,SF,,2026-08-08 10:40:42
103849,80,307,231,PENDING_PAYMENT,30.0,EXPRESS,,,634,SF,,2026-08-12 14:38:42
103850,3430,272,319,PENDING_PAYMENT,20.0,EXPRESS,,,566,SF,,2026-08-14 17:41:42
103851,2362,575,51,PENDING_PAYMENT,1.0,MEETUP,12,17:00-18:00,,,,2026-08-13 15:14:42
103852,4386,384,46,PENDING_PAYMENT,30.0,EXPRESS,,,776,SF,,2026-08-09 01:02:42
103853,1518,855,599,PENDING_PAYMENT,20.0,EXPRESS,,,1699,SF,,2026-08-14 08:05:42
103854,4625,308,673,PENDING_PAYMENT,120.0,EXPRESS,,,635,SF,,2026-08-07 22:14:42
103855,2731,890,300,PENDING_PAYMENT,1.0,MEETUP,3,18:00-19:00,,,,2026-08-07 07:26:42
103856,2736,489,306,PENDING_PAYMENT,150.0,EXPRESS,,,996,SF,,2026-08-10 18:44:42
103857,2322,289,995,PENDING_PAYMENT,50.0,MEETUP,28,12:00-13:00,,,,2026-08-15 09:43:42
103858,1468,778,542,PENDING_PAYMENT,20.0,MEETUP,11,18:00-19:00,,,,2026-08-08 02:55:42
103859,1833,915,696,PENDING_PAYMENT,15.0,EXPRESS,,,1825,SF,,2026-08-15 03:04:42
103860,4545,534,890,PENDING_PAYMENT,120.0,EXPRESS,,,1085,SF,,2026-08-12 16:08:42
103861,2875,840,603,PENDING_PAYMENT,150.0,MEETUP,12,19:00-20:00,,,,2026-08-07 19:07:42
103862,1132,571,248,PENDING_PAYMENT,60.0,EXPRESS,,,1150,SF,,2026-08-09 10:21:42
103863,2720,828,160,PENDING_PAYMENT,1.0,MEETUP,19,19:00-20:00,,,,2026-08-09 07:34:42
103864,2339,145,883,PENDING_PAYMENT,200.0,MEETUP,23,17:00-18:00,,,,2026-08-07 13:36:42
103865,3999,767,490,PENDING_PAYMENT,3.0,MEETUP,27,12:00-13:00,,,,2026-08-08 16:26:42
103866,1298,508,534,PENDING_PAYMENT,1.0,EXPRESS,,,1034,SF,,2026-08-11 14:32:42
103867,4147,577,950,PENDING_PAYMENT,5.0,MEETUP,19,18:00-19:00,,,,2026-08-14 08:19:42
103868,3163,188,846,PENDING_PAYMENT,5.0,MEETUP,15,18:00-19:00,,,,2026-08-14 20:50:42
103869,858,851,509,PENDING_PAYMENT,25.0,MEETUP,4,17:00-18:00,,,,2026-08-07 08:01:42
103870,959,112,81,PENDING_PAYMENT,100.0,EXPRESS,,,231,SF,,2026-08-13 04:39:42
103871,4950,508,385,PENDING_PAYMENT,80.0,EXPRESS,,,1032,SF,,2026-08-14 17:44:42
103872,778,341,473,PENDING_PAYMENT,5.0,EXPRESS,,,696,SF,,2026-08-14 11:21:42
103873,4979,240,818,PENDING_PAYMENT,1.0,EXPRESS,,,499,SF,,2026-08-11 01:38:42
103874,1688,477,393,PENDING_PAYMENT,30.0,EXPRESS,,,967,SF,,2026-08-13 22:24:42
103875,4460,888,510,PENDING_PAYMENT,30.0,MEETUP,13,17:00-18:00,,,,2026-08-15 23:05:42
103876,1157,169,708,PENDING_PAYMENT,120.0,EXPRESS,,,351,SF,,2026-08-15 07:20:42
103877,2768,747,693,PENDING_PAYMENT,5.0,EXPRESS,,,1487,SF,,2026-08-13 17:39:42
103878,2893,692,561,PENDING_PAYMENT,100.0,MEETUP,23,18:00-19:00,,,,2026-08-14 09:30:42
103879,4687,447,711,PENDING_PAYMENT,2.0,MEETUP,16,12:00-13:00,,,,2026-08-16 00:03:42
103880,4794,926,135,PENDING_PAYMENT,2.0,EXPRESS,,,1851,SF,,2026-08-15 13:39:42
103881,4806,965,608,PENDING_PAYMENT,5.0,EXPRESS,,,1934,SF,,2026-08-08 01:12:42
103882,606,611,672,PENDING_PAYMENT,200.0,MEETUP,4,12:00-13:00,,,,2026-08-14 00:51:42
103883,4842,461,570,PENDING_PAYMENT,25.0,EXPRESS,,,940,SF,,2026-08-09 23:38:42
103884,944,902,172,PENDING_PAYMENT,8.0,MEETUP,25,12:00-13:00,,,,2026-08-08 21:47:42
103885,1703,832,854,PENDING_PAYMENT,3.0,EXPRESS,,,1652,SF,,2026-08-10 18:41:42
103886,4267,7,217,PENDING_PAYMENT,10.0,MEETUP,4,17:00-18:00,,,,2026-08-15 03:49:42
103887,4279,999,279,PENDING_PAYMENT,5.0,EXPRESS,,,1992,SF,,2026-08-08 17:41:42
103888,3408,829,526,PENDING_PAYMENT,25.0,MEETUP,26,12:00-13:00,,,,2026-08-12 20:39:42
103889,3680,622,996,PENDING_PAYMENT,15.0,MEETUP,4,12:00-13:00,,,,2026-08-12 20:46:42
103890,4233,696,46,PENDING_PAYMENT,20.0,EXPRESS,,,1386,SF,,2026-08-09 16:23:42
103891,2562,399,801,PENDING_PAYMENT,150.0,MEETUP,13,19:00-20:00,,,,2026-08-15 10:21:42
103892,4295,69,725,PENDING_PAYMENT,50.0,EXPRESS,,,146,SF,,2026-08-14 17:11:42
103893,836,31,248,PENDING_PAYMENT,10.0,EXPRESS,,,64,SF,,2026-08-11 07:23:42
103894,1601,895,135,PENDING_PAYMENT,2.0,MEETUP,29,12:00-13:00,,,,2026-08-10 13:59:42
103895,697,165,465,PENDING_PAYMENT,60.0,MEETUP,14,18:00-19:00,,,,2026-08-16 10:19:42
103896,3079,247,121,PENDING_PAYMENT,1.0,EXPRESS,,,512,SF,,2026-08-16 01:11:42
103897,4104,843,524,PENDING_PAYMENT,15.0,MEETUP,20,12:00-13:00,,,,2026-08-13 15:48:42
103898,4514,432,548,PENDING_PAYMENT,80.0,MEETUP,29,12:00-13:00,,,,2026-08-06 22:48:42
103899,3312,400,235,PENDING_PAYMENT,25.0,EXPRESS,,,809,SF,,2026-08-10 19:14:42
103900,454,863,252,PENDING_PAYMENT,15.0,EXPRESS,,,1716,SF,,2026-08-14 10:35:42
103901,2754,345,627,PENDING_PAYMENT,120.0,MEETUP,17,12:00-13:00,,,,2026-08-15 23:53:42
103902,2189,158,350,PENDING_PAYMENT,100.0,EXPRESS,,,330,SF,,2026-08-11 01:32:42
103903,774,915,807,PENDING_PAYMENT,60.0,MEETUP,29,19:00-20:00,,,,2026-08-07 03:04:42
103904,1317,502,651,PENDING_PAYMENT,20.0,EXPRESS,,,1018,SF,,2026-08-11 02:02:42
103905,659,290,683,PENDING_PAYMENT,3.0,MEETUP,1,17:00-18:00,,,,2026-08-12 19:00:42
103906,2349,358,722,PENDING_PAYMENT,5.0,MEETUP,16,18:00-19:00,,,,2026-08-09 21:01:42
103907,3463,176,279,PENDING_PAYMENT,80.0,MEETUP,14,19:00-20:00,,,,2026-08-08 08:33:42
103908,2700,777,797,PENDING_PAYMENT,1.0,EXPRESS,,,1550,SF,,2026-08-16 08:23:42
103909,3878,567,22,PENDING_PAYMENT,25.0,MEETUP,15,19:00-20:00,,,,2026-08-12 23:55:42
103910,1252,619,279,PENDING_PAYMENT,8.0,EXPRESS,,,1233,SF,,2026-08-16 02:47:42
103911,776,522,649,PENDING_PAYMENT,20.0,EXPRESS,,,1064,SF,,2026-08-10 22:05:42
103912,4380,786,87,PENDING_PAYMENT,150.0,MEETUP,13,18:00-19:00,,,,2026-08-10 23:03:42
103913,4791,439,997,PENDING_PAYMENT,15.0,MEETUP,3,19:00-20:00,,,,2026-08-14 22:22:42
103914,3875,611,676,PENDING_PAYMENT,12.0,MEETUP,7,18:00-19:00,,,,2026-08-15 00:28:42
103915,162,809,901,PENDING_PAYMENT,10.0,EXPRESS,,,1610,SF,,2026-08-16 08:00:42
103916,137,342,385,PENDING_PAYMENT,15.0,EXPRESS,,,697,SF,,2026-08-11 21:26:42
103917,4737,664,556,PENDING_PAYMENT,2.0,MEETUP,5,17:00-18:00,,,,2026-08-11 15:34:42
103918,3909,349,781,PENDING_PAYMENT,100.0,MEETUP,17,12:00-13:00,,,,2026-08-07 15:32:42
103919,4421,708,530,PENDING_PAYMENT,50.0,EXPRESS,,,1410,SF,,2026-08-14 02:18:42
103920,784,766,547,PENDING_PAYMENT,120.0,MEETUP,9,12:00-13:00,,,,2026-08-15 17:17:42
103921,3809,624,803,PENDING_PAYMENT,80.0,MEETUP,19,17:00-18:00,,,,2026-08-10 13:35:42
103922,4586,307,364,PENDING_PAYMENT,20.0,MEETUP,23,18:00-19:00,,,,2026-08-15 19:06:42
103923,4754,208,127,PENDING_PAYMENT,12.0,MEETUP,28,19:00-20:00,,,,2026-08-13 13:31:42
103924,275,570,123,PENDING_PAYMENT,10.0,MEETUP,17,17:00-18:00,,,,2026-08-08 03:56:42
103925,1482,789,877,PENDING_PAYMENT,12.0,MEETUP,18,18:00-19:00,,,,2026-08-09 21:11:42
103926,2704,414,437,PENDING_PAYMENT,8.0,EXPRESS,,,842,SF,,2026-08-11 21:22:42
103927,3475,768,933,PENDING_PAYMENT,3.0,MEETUP,2,17:00-18:00,,,,2026-08-10 11:59:42
103928,3112,771,271,PENDING_PAYMENT,150.0,EXPRESS,,,1540,SF,,2026-08-16 18:14:42
103929,2071,564,31,PENDING_PAYMENT,20.0,MEETUP,14,18:00-19:00,,,,2026-08-07 21:11:42
103930,2534,65,187,PENDING_PAYMENT,15.0,EXPRESS,,,139,SF,,2026-08-15 16:28:42
103931,1607,637,445,PENDING_PAYMENT,10.0,MEETUP,4,19:00-20:00,,,,2026-08-12 19:41:42
103932,395,895,99,PENDING_PAYMENT,25.0,EXPRESS,,,1782,SF,,2026-08-07 03:24:42
103933,3622,710,201,PENDING_PAYMENT,3.0,MEETUP,10,17:00-18:00,,,,2026-08-10 19:59:42
103934,998,582,49,PENDING_PAYMENT,5.0,EXPRESS,,,1168,SF,,2026-08-07 17:40:42
103935,223,428,411,PENDING_PAYMENT,10.0,EXPRESS,,,877,SF,,2026-08-07 09:11:42
103936,3021,615,155,PENDING_PAYMENT,60.0,EXPRESS,,,1227,SF,,2026-08-15 09:35:42
103937,868,543,531,PENDING_PAYMENT,10.0,EXPRESS,,,1096,SF,,2026-08-10 07:49:42
103938,3060,885,927,PENDING_PAYMENT,60.0,EXPRESS,,,1758,SF,,2026-08-13 09:34:42
103939,4784,182,469,PENDING_PAYMENT,12.0,MEETUP,5,12:00-13:00,,,,2026-08-13 08:59:42
103940,4563,156,243,PENDING_PAYMENT,12.0,MEETUP,6,18:00-19:00,,,,2026-08-10 12:43:42
103941,4101,906,992,PENDING_PAYMENT,10.0,MEETUP,6,12:00-13:00,,,,2026-08-14 01:15:42
103942,3829,699,4,PENDING_PAYMENT,1.0,MEETUP,11,17:00-18:00,,,,2026-08-07 10:48:42
103943,866,453,904,PENDING_PAYMENT,150.0,MEETUP,25,19:00-20:00,,,,2026-08-15 04:21:42
103944,2501,370,865,PENDING_PAYMENT,3.0,EXPRESS,,,753,SF,,2026-08-08 06:14:42
103945,1450,868,412,PENDING_PAYMENT,120.0,EXPRESS,,,1726,SF,,2026-08-12 12:42:42
103946,781,805,101,PENDING_PAYMENT,3.0,MEETUP,14,18:00-19:00,,,,2026-08-09 01:18:42
103947,3272,974,782,PENDING_PAYMENT,10.0,MEETUP,2,18:00-19:00,,,,2026-08-12 19:28:42
103948,174,851,772,PENDING_PAYMENT,15.0,EXPRESS,,,1690,SF,,2026-08-13 11:19:42
103949,4443,599,410,PENDING_PAYMENT,2.0,MEETUP,20,12:00-13:00,,,,2026-08-09 07:52:42
103950,2452,794,957,PENDING_PAYMENT,12.0,MEETUP,24,17:00-18:00,,,,2026-08-15 07:08:42
103951,4651,973,551,PENDING_PAYMENT,20.0,EXPRESS,,,1947,SF,,2026-08-12 06:47:42
103952,4375,69,93,PENDING_PAYMENT,150.0,EXPRESS,,,146,SF,,2026-08-13 06:23:42
103953,4126,764,280,PENDING_PAYMENT,25.0,MEETUP,2,12:00-13:00,,,,2026-08-14 19:09:42
103954,3362,761,829,PENDING_PAYMENT,12.0,MEETUP,14,18:00-19:00,,,,2026-08-15 06:00:42
103955,3169,523,841,PENDING_PAYMENT,30.0,MEETUP,22,17:00-18:00,,,,2026-08-10 19:09:42
103956,4004,691,142,PENDING_PAYMENT,200.0,EXPRESS,,,1377,SF,,2026-08-15 15:19:42
103957,3608,806,217,PENDING_PAYMENT,3.0,MEETUP,24,12:00-13:00,,,,2026-08-08 11:02:42
103958,705,714,966,PENDING_PAYMENT,20.0,EXPRESS,,,1421,SF,,2026-08-08 01:26:42
103959,2461,369,21,PENDING_PAYMENT,100.0,MEETUP,12,12:00-13:00,,,,2026-08-07 19:27:42
103960,4530,980,292,PENDING_PAYMENT,8.0,EXPRESS,,,1961,SF,,2026-08-08 08:21:42
103961,2342,780,972,PENDING_PAYMENT,1.0,EXPRESS,,,1556,SF,,2026-08-13 21:30:42
103962,3706,595,673,PENDING_PAYMENT,120.0,EXPRESS,,,1187,SF,,2026-08-13 07:56:42
103963,2827,945,492,PENDING_PAYMENT,3.0,MEETUP,21,18:00-19:00,,,,2026-08-13 12:45:42
103964,2612,342,555,PENDING_PAYMENT,100.0,EXPRESS,,,697,SF,,2026-08-07 03:13:42
103965,2554,779,270,PENDING_PAYMENT,1.0,EXPRESS,,,1553,SF,,2026-08-07 03:58:42
103966,354,314,630,PENDING_PAYMENT,3.0,MEETUP,6,12:00-13:00,,,,2026-08-14 09:38:42
103967,2741,679,917,PENDING_PAYMENT,80.0,MEETUP,6,17:00-18:00,,,,2026-08-09 17:10:42
103968,1067,974,529,PENDING_PAYMENT,8.0,EXPRESS,,,1950,SF,,2026-08-14 10:14:42
103969,921,879,424,PENDING_PAYMENT,3.0,EXPRESS,,,1748,SF,,2026-08-08 03:23:42
103970,2664,604,810,PENDING_PAYMENT,80.0,MEETUP,29,19:00-20:00,,,,2026-08-08 05:24:42
103971,942,261,595,PENDING_PAYMENT,60.0,MEETUP,29,19:00-20:00,,,,2026-08-07 06:20:42
103972,126,91,999,PENDING_PAYMENT,10.0,EXPRESS,,,191,SF,,2026-08-15 18:51:42
